39794085499 588500
38489195400 793700
35762373901 232900
39719020300 461000
928760300 2021899
22490874000 460800
38511639100 508700
22270825700 370599
22371670699 181200
35544381700 824100
39805434200 1590300
41365745499 434901
33242616100 811900
39741703901 560700
12924738900 647100
15314966401 412700
39761863000 483900
40936581700 1561400
29923606001 196900
22387031201 907200
39712028901 1840200
41296348601 432599
40557265701 331100
39815888400 498700
39776013901 725000
39814170700 704600
35521662800 245200
13078049100 241700
19854443901 923800
41854465199 495800
38323927399 523801
29910219199 195100
12960759100 634299
38276150500 804300
12914304900 416999
41606673200 267901
39768631600 611000
38545140599 561101
41941760600 554101
39794392001 1408100
41628420000 1605700
41859356200 3880900
41344786400 682100
41801596100 314399
22357373800 757801
38534781900 404299
41717316199 3200700
39795846500 716800
40874957100 753401
40510189499 636200
41278166899 484701
40517205200 536500
39346546100 656900
39651125899 920900
40471094499 488600
40790544301 389800
41616254400 364500
41554997100 538601
38462521200 760500
41663940700 752700
785064301 6914262700
38468384499 2389175200
41488085401 344300
41708520400 740399
41785400499 313500
41671103500 855499
679091501 17096701
22047804199 1168301
39528206400 1227800
35133235100 682001
39523982600 396600
39602045901 790700
39472854201 696199
22117169001 686800
25277261201 691201
39279481300 514800
39313623500 318201
39403168101 335100
532945001 11948685700
39313232200 693700
21985495100 1369900
39456340699 655500
38240181901 868600
12777144000 585400
21997209999 847700
39523259100 591500
29484202199 716300
29212328500 249500
32988807000 421201
34949352600 385801
36356522000 177400
39447097099 526401
39476444600 741999
21640509601 545899
34826569200 553701
41185499100 1185399
40657973300 681900
39673398000 669799
21597158900 335300
21868629300 440100
40817624100 492400
36051507300 389799
40105776200 1033200
38843225000 524000
40516019000 438400
40827783799 216700
39127130300 701400
21636741400 355399
23712475200 1033800
39353719500 319400
39112264999 367301
15266800 7590699300
21619596600 497101
6383813400 610500
6303144301 211400
12063676999 837501
10072831400 523900
23182321900 386199
21556223800 625701
11783821399 812199
40694100101 1142200
24299191799 543101
4496716900 928200
24346150500 511201
21180638199 205800
23251158099 1182700
21511763800 533299
9674273600 338600
4357181299 317800
6896195800 814000
4679419099 4752425201
12036605099 375601
6380706699 403100
6917858800 507400
28607086399 457600
27210255499 1084801
12277867801 614501
27144443100 620199
12297951600 1013399
12684897101 1074000
12488088400 901800
4626033400 496699
12782731000 1317600
9595688500 569600
40695435600 649200
4309465400 379900
9627256100 279600
25382788700 1712000
25417943300 899701
27394117099 462301
6977331900 339000
6950522699 411500
6935957300 672700
23252142499 348500
27483828400 511400
4444287800 354301
27434500000 245600
4263436300 642000
14305137499 371000
15661351600 451800
27614633900 443600
10050695900 294400
6913007600 627900
9681461800 495299
26986816300 1038500
7034776200 20584714300
4360299000 329501
34631747400 660300
37313935600 811301
31558630600 1359300
26258827400 12727433400
14779798500 791200
21503086000 582800
27923366001 626100
23897859500 354200
37226046500 545600
37763958700 341601
23454691000 1052100
37447829400 364500
21388580601 283399
40724142800 4897300
37411470000 635500
40725510600 735900
863627200 1218900
15775155400 238600
18482487699 289700
2203147700 299400
1721874800 789401
13632677399 793101
15933858400 1005499
2206399000 573001
2119232600 971700
7437632100 3480891900
15719858599 1496600
20912517200 344701
7345920400 4266700
2182775500 794700
675500 9828300
6404523100 717100
2016511400 389899
7829876200 601100
15863111599 575100
21263960801 555900
1263858499 1011400
15773491399 206600
4829209801 259199
7728258800 8300382299
18870077800 795000
7269435201 3483662501
6761096800 12828500
7727553500 8280076600
18804777300 392600
4044129600 701699
6776363300 768999
7700593800 8313218700
18285376400 473801
6115548800 5156093499
3895803700 1059499
4347289000 876800
18293820999 741800
6404748400 1794700
7192072000 13813377500
7158324700 1445901
7158554300 2431700
15588157999 416401
6691732000 1384300
7179888501 4135301
7126891700 7144200
412600 2896299
15586006000 505900
18498392001 981000
92499 1197200
7195943400 4282906300
7202494900 5978876899
7143675300 3480252900
6601205200 3955999
21103591600 292999
15754998100 936700
7102878700 3483885800
11438201000 358300
15403767500 229200
7064038300 1229200
9047798499 608600
7513785300 8483490200
15667156400 287100
7093063200 5927665900
10480489200 678800
15687718600 767900
7059270199 5961789000
6959725700 4663700
15542527500 599399
15562044400 507200
15453317000 495500
454000 911200
20744702100 415800
15580852000 839700
36290387500 560700
7006601500 4366800900
15619394700 686999
7334664299 8380580300
6898649999 4173700
13327036900 348299
20728140100 387100
9539531600 643300
6871527399 3166300
5779927800 568201
27593825500 533799
6129430300 1350299
37734163000 313900
13170802300 1103200
6852170100 2675001
6857446700 4453000
27485318601 550600
13146861900 705299
7355119299 10431874501
6324264500 1284800
17907925601 735900
6784888800 4976499
13100535300 1188999
37105343200 597800
27589130899 496901
12926089100 207500
7236653100 8417413500
27387187700 421800
27397492700 579200
7216795400 8441039701
27504781400 177000
